R1,R2,R3,d1,d2,Ra1,Ra2,Ra3,Ra4,Ra5,Ra6,Ra7,Ra8,Ra9,Ra10,Ra11,Ra12,Ra13,Ra14,Ra15,Ra16,Ra17,Ra18,Ra19,Ra20,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20
1.358729783345594,0.1839812145150388,1.5573475763023361,1.1981876617393379,1.850796207877625,1.552711397414234,1.5498197155728362,1.5451251073484615,1.53750563037368,1.5251479112924549,1.50514125137528,1.472889961999008,1.421404551017287,1.3408771358623681,1.219650817566565,1.0481169278546203,0.8256839213265054,0.570638428185295,0.3450737190831041,0.28690885842676567,0.4372168031977494,0.6150720233585133,0.8117679737320732,1.0518228070116757,1.2898934248751674,0.7800924309151162,0.7768150414558137,0.7715455001035083,0.7631249632616915,0.7498035739545569,0.7290703227406901,0.6976470525806778,0.6520290490486369,0.5902431643143423,0.5154083035611122,0.4404639109880231,0.39216895267952084,0.41495871419105207,0.5687457256913364,0.8431568419806751,1.0356437837320795,1.0989122687033632,1.1591750159660783,1.1725557083085534,1.0901291189546616
2.63564082202887,2.601210816441009,1.3842596989158085,1.7470194198680247,1.3176935951534983,1.384513003116462,1.3846710083417932,1.3849275734104478,1.3853441771983512,1.3860206461627045,1.387119069733365,1.3889026174960866,1.3917985015833543,1.3964999274638843,1.4041304503759284,1.4165060054165615,1.4365412268517506,1.468837365190588,1.5203901726474114,1.601009935139641,1.7223423046477053,1.8939741145034241,2.1166040769227323,2.373134641517832,2.6084542437874063,0.7856896954608064,0.7858714499922912,0.7861664211001009,0.7866449728631938,0.7874209398044836,0.7886780565379886,0.7907117599780298,0.7939941614859539,0.7992720192814218,0.8077065409935446,0.8210519553921579,0.841827896977592,0.8733310457187498,0.9191100136147324,0.9812522268028481,1.056955598124463,1.134171586888355,1.1885771091660582,1.181974194797864,1.067305800801854
2.285276970569938,0.2700365812913713,0.9139247639604702,2.061810695777349,1.8140680702347949,0.913252963591911,0.9128339268189608,0.9121535591957158,0.911049026640042,0.90925650151728,0.9063500307021647,0.9016481995499331,0.8940868454096411,0.8821089014424475,0.8638511345458505,0.8387162598122336,0.8135906010739702,0.8187627495670949,0.9190553436868217,1.1572063413289881,1.4869091769982912,1.8356460609330971,2.1629259172306434,2.367743518836826,2.3373005992356695,0.7846304002840819,0.7841572316333972,0.783398280827184,0.7821905141728428,0.7802937874941449,0.777381867191595,0.7730882157299523,0.7672275527869026,0.760493262175082,0.7562697656038423,0.7645198921557433,0.8073907652670371,0.9168103177239637,1.095306877084289,1.2671705662108466,1.3520822298168456,1.340400295419703,1.226504875878461,0.9780797666675475,0.7758859824097775
0.4434344761348065,0.4582117159109452,0.3491899272854484,1.3502858424154736,2.113838749313322,0.3495734947396034,0.34981275063270006,0.350201233861518,0.3508319802696918,0.35185590114435517,0.35351737529813776,0.35621042825456456,0.36056337106961533,0.36755023596686165,0.37857458723701876,0.3952771632719217,0.4183120516606256,0.44385085693831017,0.4597794877325729,0.4561846612223934,0.44809209394499616,0.4447927965992722,0.44257739274198016,0.4428902982143651,0.4434761361967534,0.7858381442880678,0.7861109571069108,0.7865512736480041,0.7872592365043417,0.7883904413585887,0.7901793547548551,0.7929600562664885,0.7971576199926782,0.8031764053373321,0.8110182412035976,0.819360320708038,0.8240659647778767,0.8179756658999872,0.7982172389290503,0.7804022583614186,0.7792586595524484,0.7807917730041941,0.783384636783844,0.785492103463751,0.7854638728194889
0.8041097735046366,2.2427322263252285,2.5141963864885826,1.9905862320719798,2.295043835136278,2.5093337980338726,2.506300905749268,2.5013770630897008,2.493385609802036,2.48042490551698,2.4594432021607697,2.4256241517572144,2.371647724700903,2.2872458870664296,2.1601600980350972,1.979845112720505,1.743125635913266,1.457908316972504,1.1454028923179447,0.8580459022579425,0.7204285230382155,0.7753766488258904,0.8071953591487493,0.8040208559895377,0.8041095440265215,0.7798323266339829,0.7763932514421769,0.7708620511854819,0.7620188481368974,0.7480164675617864,0.7261893610523247,0.6930125913447812,0.644572359407429,0.5781437005843584,0.49522180535150623,0.4047939746444423,0.32397751327389107,0.27628503471831906,0.2945048487616449,0.4262862053221847,0.6661429716069661,0.802917676978048,0.7870237153002675,0.7854045734100208,0.7853980815976287
0.09313667708423908,2.5091982303444738,0.199310433628774,2.0281801258932997,1.5351161552184618,0.199373076372369,0.19941213580200967,0.1994755084730027,0.19957819416777622,0.1997440125106822,0.20000939568926512,0.20042424366941758,0.20103235563757932,0.20176144801553464,0.20198275998805815,0.19910584540797285,0.18553514034231797,0.14827696596832657,0.0921716243389507,0.07494634592146945,0.09415424539704481,0.0930541971157379,0.09313665383385505,0.0931366770592336,0.093136677084239,0.7854676590082579,0.7855083547842896,0.7855701218411493,0.7856591416222688,0.7857743774528563,0.7858859996615121,0.7858758493928373,0.7853873082488493,0.7834870329547674,0.7780523110735912,0.7652769853809116,0.7419490566686708,0.717385117486124,0.7281210299430002,0.7801786720945317,0.7887439631862564,0.785282277105674,0.7853974550892668,0.7853981634924365,0.7853981633974483
1.6840328409607166,2.912287873720266,1.2092302791576697,2.250741329865491,1.6385724989871493,1.2099211998652546,1.2103521783250233,1.2110519852097412,1.2121882901144725,1.2140332880977842,1.21702869655147,1.2218906437341681,1.2297772890058682,1.2425500994631464,1.263155584586885,1.2960888734275622,1.3476250205506761,1.4247009582897798,1.5296978373908592,1.6467249315104184,1.7229709148781507,1.7071853349839685,1.6773434323507617,1.6847316100312968,1.6840044943704269,0.7861923891563511,0.7866865673203095,0.7874869740354198,0.788781319195423,0.7908690240610988,0.7942222238943275,0.7995710127840863,0.808006747237483,0.8210627020793638,0.8406384362079427,0.8684256330572998,0.9041407352466124,0.9416419688390244,0.9631661859078101,0.9380079847718411,0.8501170782097052,0.7707353725018629,0.780828502042149,0.7862853190364645,0.7854055959090397
2.6469171054104894,2.7662913935145674,0.42952703692777155,1.415291824146238,1.0589894719190618,0.42991924240048085,0.4301638909081693,0.4305611449949699,0.43120619493469464,0.4322536034556938,0.4339543245204183,0.4367157604666427,0.4411990578869888,0.4484761634290291,0.460281036719498,0.47940241126550265,0.5102641318645925,0.5596668806186008,0.6373822610524876,0.7556596324317091,0.9262394806077581,1.1550430485181473,1.438458097999409,1.7648336263922983,2.1174767368836895,0.7858495004368934,0.7861308251703114,0.7865872922455419,0.7873275933836503,0.7885273093481581,0.7904691534792845,0.7936059269400676,0.7986565421632266,0.8067460319986534,0.8195928158333635,0.8397150266509664,0.8705405855604591,0.916122581715715,0.979922246278737,1.0622246279757002,1.157077614286963,1.2518011949201373,1.3307524873680177,1.3784552068534859,1.3743766713280883
1.5859498233464164,1.5483429399110462,0.4986812083785531,1.246510446499101,2.2839655695547982,0.5005409711976705,0.5017010297950212,0.5035846466044347,0.5066429675842996,0.5116079317859934,0.5196654518588806,0.532730535251325,0.5538701180717942,0.5879009176022358,0.6420605638796351,0.7262356014411367,0.8514507751535133,1.0249302928406265,1.2410447679223302,1.4652655241186532,1.6076344688184288,1.593597940076255,1.5610593415326537,1.571664306298551,1.580753509466723,0.7875338410769345,0.7888605085748485,0.7910057231136584,0.7944654636278805,0.8000215479236863,0.8088826244461276,0.8228560298959,0.844489133364834,0.8769881255503776,0.9234694795656156,0.9848135025947792,1.0555993949783704,1.119045869184275,1.143357997100858,1.0834955117472893,0.922016046039962,0.7889615993305863,0.7926520230612148,0.7993782571271243,0.7980521231947383
0.8034902611352182,0.0510051753990327,2.3196231341953863,1.8983488940802793,2.236295240913642,2.278676152725911,2.253277094914071,2.212451283687872,2.1476784831459104,2.047548019756416,1.8996017338898274,1.6949775271583853,1.4334678759955723,1.124467790298125,0.7851105843217475,0.45012896389824825,0.2269741378099661,0.28707328816067035,0.5184281544784307,0.7004617850159488,0.8294256042100427,0.841005802358052,0.8033868130803882,0.8034330898052628,0.8034875485229468,0.7403878089418147,0.7144218826975661,0.6754140439137413,0.6194794922901532,0.5447658736992381,0.45466680054199565,0.360002529045832,0.2773713304537281,0.22620199697654006,0.23321130168595605,0.3489980044462839,0.6355019879901564,0.9658148425195334,1.0696902499350058,1.0257960562119803,0.9176508052433701,0.7954826691893018,0.7781895703309847,0.785769810146248,0.7853978567141567
1.6509831165715614,1.8494453393375108,2.3209732378941776,1.1277843690314326,2.279210134966428,2.320469409278785,2.3201551334200934,2.3196448219238297,2.318816199950306,2.3174707453597,2.31528620830228,2.3117397741789394,2.3059843845608694,2.2966523726468004,2.2815544470018065,2.2572591206552137,2.2186524230939035,2.1589897042473116,2.0719862564943616,1.9590932609781728,1.8446239375505022,1.7820111603425424,1.7812359668121205,1.7587347869132748,1.713128893438529,0.7848187529498437,0.7844579819634139,0.7838732358014984,0.7829265431711474,0.7813967014312905,0.7789319459801075,0.7749804470193886,0.7686963218493255,0.7588345917661597,0.7436968267632348,0.7213110455595305,0.6902785922642902,0.6520551799589621,0.6153098605937403,0.6005891335063451,0.6347606368347795,0.7096884255366555,0.7420072401121849,0.719847525404937,0.7120123929483844
2.5571615924846482,1.0031477784342384,1.988211609258424,2.3482691707111933,1.3121673179410243,1.9881855109260784,1.988169231840735,1.988142799707028,1.988099886093314,1.9880302307545081,1.9879172403410474,1.98773425583097,1.9874391949384795,1.986968794617519,1.9862413842886735,1.9852100520231608,1.9841354701036638,1.9846828422560612,1.9935870126588158,2.031500508614322,2.139634894240892,2.344514837736449,2.5695584756443837,2.6238222844982526,2.557883732207936,0.7853684952096289,0.7853503722636928,0.785321571256139,0.7852764542208166,0.7852075311313215,0.78510699932274,0.7849735551543703,0.7848345014168251,0.7848093920344921,0.7852806430416094,0.7873228254467015,0.7936952549328429,0.8107967574739388,0.8510781082671721,0.9300236683320456,1.0402027281944355,1.1062017104265884,1.0134288259142596,0.8125560382063594,0.7716840393615592
0.11056560584092098,2.5598373157437235,1.8445511847667402,2.192624892023244,2.4309865807671667,1.8278951958367176,1.8175161831942457,1.800696162513514,1.7735171423036256,1.7298957087384867,1.6609064453439575,1.5548942320547403,1.3997771417647995,1.1881082326604613,0.9220913643901312,0.615324445585401,0.2991228645478302,0.06088049915997579,0.039777389531388825,0.11143504741048799,0.11059489424555705,0.11057008791790039,0.11056560544184443,0.11056560584091882,0.11056560584092098,0.7665937024608954,0.7552369535837158,0.7373855365072114,0.7098846211584452,0.6688639241944816,0.6107125805377153,0.5344400113777634,0.4451127429348447,0.3560032868760938,0.2873926482228202,0.26630801369265455,0.33455602314715316,0.5382210580540437,0.7683274137560973,0.7987568044619431,0.7847205417156631,0.7853974228209681,0.7853981615854748,0.7853981633974445,0.7853981633974483
1.5730435781628818,0.3902515275796118,1.849165298392628,1.543637508619496,2.108627575890739,1.8417806062370967,1.8371752254226086,1.829700385736466,1.8175765047999144,1.7979454524915148,1.766288305454965,1.7157108237907646,1.6364727326975725,1.5168213433331819,1.3466376141504466,1.1239808558223308,0.86344580087051,0.6162718220494657,0.5129161278965264,0.645526369489264,0.8486227120057875,1.0532847540820358,1.2978298780369373,1.5304967598076815,1.641341205081214,0.776975528857141,0.771801721037804,0.7635296262872368,0.7504312932120165,0.7300149256078567,0.6989954504818147,0.6537758912378998,0.5920871311285217,0.5163707854876406,0.43830379674908637,0.3824931895405121,0.39004891656740315,0.5215468501569145,0.79735392532086,1.0365679375100998,1.1151713584480456,1.1666602079634865,1.1702203731790295,1.0716202829218533,0.8788377131556702
0.4899741275307593,0.9128051089770188,0.09983005704941043,1.2326732890412997,1.9164180894430864,0.10105976082405511,0.10182681399120194,0.1030723127511647,0.10509462105736721,0.1083779585149291,0.11370750937070619,0.12235374410937061,0.1363612684811209,0.15897726981436788,0.19519918755435214,0.2521767379401436,0.33850269860107696,0.46005897086662695,0.6081758457394779,0.7347026341952626,0.741376496018461,0.6115765405363852,0.49816139716536534,0.4622579695044611,0.48343090795575966,0.7868107047984365,0.7876885686406548,0.7891087240937633,0.7914008131870491,0.7950861342069279,0.8009748331192266,0.8102887591831949,0.824774072928761,0.8466771626274552,0.8782494763137723,0.9200785095282229,0.9672026064581857,1.002516741926544,0.9903223002517895,0.8860570168168523,0.7114340509704109,0.6232430362928938,0.6746875946964573,0.7548302469426013,0.7920209640112997
0.10268586124813542,0.3528710898893427,0.15151605243012478,1.5158560049136889,1.0402295575807103,0.1515184749549987,0.1515199858676637,0.1515224385907298,0.15152641843841702,0.15153286876300143,0.15154329132219393,0.1515599975760407,0.15158620740673115,0.1516249378855296,0.1516721122543775,0.15168596477954802,0.15146952339321862,0.15028168363530783,0.14585572343813263,0.13339488436165214,0.11043671362498567,0.09413280968359998,0.10114483625202542,0.10284014481632497,0.10268717764631828,0.7854008503290889,0.7854024230123484,0.7854048079142502,0.7854082366939569,0.7854126395877008,0.7854167410996152,0.7854154636934393,0.7853928835638404,0.7853039558979842,0.7850294530013,0.7842732864657713,0.7823629804917819,0.7780084854709478,0.7696448354516437,0.7585879459598475,0.7562734141112588,0.7754183833389917,0.788099347022767,0.7852411239423355,0.7854005018187958
0.9992167725485682,1.8730347908782132,0.57570466307498,1.542649606496223,1.7320010775793175,0.5763536358667251,0.5767584488641712,0.5774157710783199,0.5784830997402454,0.5802161356050922,0.5830299117039388,0.5875976409440082,0.5950095129405317,0.6070235854168295,0.6264457431842416,0.6576440929176847,0.7070323710472759,0.7828021808712693,0.891905279198664,1.0300723570507049,1.1578456418291456,1.177533083513608,1.0463720212001109,0.9553571594440763,0.9952939087925909,0.7861443917435726,0.7866089307854424,0.7873617007985922,0.7885799839827812,0.7905475629329907,0.7937145448757783,0.7987839367518916,0.8068251798547942,0.8193906633884271,0.838540603125571,0.8665098706825055,0.9044133524360525,0.9489580799209871,0.9862412369588686,0.9841767993383337,0.896394096323154,0.7280299662638932,0.6435571207955417,0.7456700299722266,0.7969124812352696
1.6778144894757605,2.300411826926306,0.9530318977635994,2.0206393946354937,1.4555701438462048,0.9536792241745001,0.9540830103605574,0.9547386657949316,0.9558032902523507,0.9575319447800833,0.9603386477137456,0.964895065641175,0.9722892999783043,0.9842777530442096,1.003670567621761,1.034869492054943,1.0844400052346022,1.1611488195539938,1.2739344443536957,1.4251060798221655,1.5950395868557234,1.718012486383705,1.7157734549621784,1.6725717964707438,1.6782785551040054,0.7861426250445586,0.7866061924406847,0.7873575977957742,0.7885742258780263,0.7905405916026776,0.793709472159183,0.7987920677285119,0.8068810961971804,0.8195921904514946,0.8391517929016375,0.8682175366423703,0.9089361496187028,0.9603922525303193,1.0137133352875276,1.0458059631043937,1.0176917975180437,0.902367027050745,0.7806153215517615,0.7769885631988298,0.7865744992402567
